title,genre
"Good bye, Lenin!",Comedy
"Good bye, Lenin!",Drama
"Good bye, Lenin!",Romance
Starsky & Hutch,Comedy
Starsky & Hutch,Crime
The Girl Next Door,Comedy
Secret Window,Thriller
Secret Window,Mystery
Dawn of the Dead,Fantasy
Dawn of the Dead,Horror
Dawn of the Dead,Action
Eternal Sunshine of the Spotless Mind,Science Fiction
Eternal Sunshine of the Spotless Mind,Drama
Eternal Sunshine of the Spotless Mind,Romance
Scooby-Doo 2: Monsters Unleashed,Mystery
Scooby-Doo 2: Monsters Unleashed,Fantasy
Scooby-Doo 2: Monsters Unleashed,Adventure
Scooby-Doo 2: Monsters Unleashed,Comedy
Dogville,Crime
Dogville,Drama
Dogville,Thriller
Hellboy,Fantasy
Hellboy,Action
Hellboy,Science Fiction
Ella Enchanted,Family
Ella Enchanted,Fantasy
Ella Enchanted,Comedy
Dawn of the Dead,Horror
Kill Bill: Vol. 2,Action
Kill Bill: Vol. 2,Crime
Kill Bill: Vol. 2,Thriller
The Punisher,Action
The Punisher,Crime
The Punisher,Drama
13 Going on 30,Comedy
13 Going on 30,Fantasy
13 Going on 30,Romance
Man on Fire,Action
Man on Fire,Drama
Man on Fire,Thriller
Man on Fire,Crime
Mean Girls,Comedy
Van Helsing,Horror
Van Helsing,Adventure
Van Helsing,Action
Troy,Adventure
Troy,Drama
Troy,War
Enter the Dragon,Action
Enter the Dragon,Crime
Enter the Dragon,Thriller
You Only Live Twice,Action
You Only Live Twice,Thriller
You Only Live Twice,Adventure
Octopussy,Adventure
Octopussy,Action
Octopussy,Thriller
The Warriors,Action
The Warriors,Adventure
The Warriors,Crime
The Warriors,Drama
The Warriors,Thriller
Infernal Affairs,Drama
Infernal Affairs,Action
Infernal Affairs,Thriller
Infernal Affairs,Crime
Infernal Affairs,Mystery
Escape from Alcatraz,Crime
Escape from Alcatraz,Drama
Shrek 2,Adventure
Shrek 2,Animation
Shrek 2,Comedy
Shrek 2,Family
Shrek 2,Fantasy
The Day After Tomorrow,Action
The Day After Tomorrow,Adventure
The Day After Tomorrow,Science Fiction
The Day After Tomorrow,Thriller
Harry Potter and the Prisoner of Azkaban,Adventure
Harry Potter and the Prisoner of Azkaban,Fantasy
Harry Potter and the Prisoner of Azkaban,Family
The Chronicles of Riddick,Action
The Chronicles of Riddick,Science Fiction
Garfield,Animation
Garfield,Comedy
Garfield,Family
Napoleon Dynamite,Comedy
Super Size Me,Documentary
Super Size Me,Comedy
Super Size Me,Drama
Around the World in 80 Days,Action
Around the World in 80 Days,Adventure
Around the World in 80 Days,Comedy
DodgeBall: A True Underdog Story,Comedy
The Terminal,Comedy
The Terminal,Drama
White Chicks,Comedy
The Notebook,Romance
The Notebook,Drama
Taxi,Action
Taxi,Comedy
Taxi,Crime
Spider-Man 2,Action
Spider-Man 2,Adventure
Spider-Man 2,Fantasy
Before Sunset,Drama
Before Sunset,Romance
King Arthur,Adventure
King Arthur,War
King Arthur,History
Anchorman: The Legend of Ron Burgundy,Comedy
A Cinderella Story,Comedy
"I, Robot",Action
"I, Robot",Science Fiction
The Bourne Supremacy,Action
The Bourne Supremacy,Drama
The Bourne Supremacy,Thriller
Catwoman,Action
Catwoman,Crime
The Village,Drama
The Village,Mystery
The Village,Thriller
Garden State,Comedy
Garden State,Drama
Garden State,Romance
Collateral,Drama
Collateral,Crime
Collateral,Thriller
Harold & Kumar Go to White Castle,Comedy
Harold & Kumar Go to White Castle,Adventure
The Princess Diaries 2: Royal Engagement,Comedy
The Princess Diaries 2: Royal Engagement,Drama
The Princess Diaries 2: Royal Engagement,Family
The Princess Diaries 2: Royal Engagement,Romance
AVP: Alien vs. Predator,Adventure
AVP: Alien vs. Predator,Science Fiction
AVP: Alien vs. Predator,Action
Cellular,Action
Cellular,Adventure
Cellular,Crime
Cellular,Thriller
Resident Evil: Apocalypse,Horror
Resident Evil: Apocalypse,Action
Resident Evil: Apocalypse,Science Fiction
Sky Captain and the World of Tomorrow,Mystery
Sky Captain and the World of Tomorrow,Action
Sky Captain and the World of Tomorrow,Thriller
Sky Captain and the World of Tomorrow,Science Fiction
Sky Captain and the World of Tomorrow,Adventure
Shaun of the Dead,Horror
Shaun of the Dead,Comedy
Shark Tale,Animation
Shark Tale,Action
Shark Tale,Comedy
Shark Tale,Family
Primer,Science Fiction
Primer,Drama
Primer,Thriller
Team America: World Police,Music
Team America: World Police,Adventure
Team America: World Police,Animation
Team America: World Police,Action
Team America: World Police,Comedy
The Grudge,Horror
The Grudge,Mystery
The Grudge,Thriller
Sideways,Comedy
Sideways,Drama
Sideways,Romance
The Machinist,Thriller
The Machinist,Drama
Saw,Horror
Saw,Mystery
Saw,Crime
Ray,Drama
Ray,Music
The Incredibles,Action
The Incredibles,Adventure
The Incredibles,Animation
The Incredibles,Family
The Polar Express,Adventure
The Polar Express,Animation
The Polar Express,Family
The Polar Express,Fantasy
Bridget Jones: The Edge of Reason,Comedy
Bridget Jones: The Edge of Reason,Romance
Finding Neverland,Drama
National Treasure,Adventure
National Treasure,Action
National Treasure,Thriller
National Treasure,Mystery
The SpongeBob SquarePants Movie,Animation
The SpongeBob SquarePants Movie,Comedy
The SpongeBob SquarePants Movie,Family
Alexander,War
Alexander,History
Alexander,Action
Alexander,Adventure
Alexander,Drama
Alexander,Romance
Closer,Drama
Closer,Romance
House of Flying Daggers,Adventure
House of Flying Daggers,Drama
House of Flying Daggers,Action
House of Flying Daggers,Romance
Ocean's Twelve,Thriller
Ocean's Twelve,Crime
Blade: Trinity,Science Fiction
Blade: Trinity,Action
Blade: Trinity,Horror
Blade: Trinity,Thriller
Blade: Trinity,Adventure
Blade: Trinity,Fantasy
Love Me If You Dare,Drama
Love Me If You Dare,Comedy
Love Me If You Dare,Romance
Kiki's Delivery Service,Animation
Kiki's Delivery Service,Adventure
Kiki's Delivery Service,Drama
Kiki's Delivery Service,Fantasy
Porco Rosso,Comedy
Porco Rosso,Animation
Porco Rosso,Adventure
The Lion King 2: Simba's Pride,Animation
The Lion King 2: Simba's Pride,Family
The Lion King 2: Simba's Pride,Adventure
Lemony Snicket's A Series of Unfortunate Events,Adventure
Lemony Snicket's A Series of Unfortunate Events,Comedy
Lemony Snicket's A Series of Unfortunate Events,Family
Oldboy,Drama
Oldboy,Thriller
Oldboy,Mystery
Oldboy,Action
The Jacket,Drama
The Jacket,Mystery
The Jacket,Thriller
The Jacket,Fantasy
Ong-Bak: The Thai Warrior,Action
Ong-Bak: The Thai Warrior,Thriller
The Chorus,Drama
Layer Cake,Drama
Layer Cake,Thriller
Layer Cake,Crime
The Ring Two,Drama
The Ring Two,Horror
The Ring Two,Thriller
A Scanner Darkly,Animation
A Scanner Darkly,Science Fiction
A Scanner Darkly,Thriller
Million Dollar Baby,Drama
Hotel Rwanda,Drama
Hotel Rwanda,History
Hotel Rwanda,War
Charlie and the Chocolate Factory,Adventure
Charlie and the Chocolate Factory,Comedy
Charlie and the Chocolate Factory,Family
Charlie and the Chocolate Factory,Fantasy
The Life Aquatic with Steve Zissou,Adventure
The Life Aquatic with Steve Zissou,Comedy
The Life Aquatic with Steve Zissou,Drama
The Aviator,Drama
The Phantom of the Opera,Music
The Phantom of the Opera,Thriller
The Phantom of the Opera,Drama
The Phantom of the Opera,Romance
Meet the Fockers,Comedy
Meet the Fockers,Romance
Elektra,Action
Elektra,Fantasy
Coach Carter,Drama
Downfall,Drama
Downfall,History
Downfall,War
Hide and Seek,Horror
Hide and Seek,Mystery
Hide and Seek,Thriller
Howl's Moving Castle,Fantasy
Howl's Moving Castle,Animation
Howl's Moving Castle,Adventure
Hitch,Comedy
Hitch,Drama
Hitch,Romance
Constantine,Drama
Constantine,Fantasy
Constantine,Horror
Kung Fu Hustle,Action
Kung Fu Hustle,Comedy
Kung Fu Hustle,Crime
Kung Fu Hustle,Fantasy
The Pacifier,Action
The Pacifier,Comedy
The Pacifier,Drama
The Pacifier,Family
The Pacifier,Thriller
Hostage,Mystery
Hostage,Drama
Hostage,Thriller
Hostage,Crime
Robots,Animation
Robots,Comedy
Robots,Family
Robots,Science Fiction
Sin City,Action
Sin City,Thriller
Sin City,Crime
Sahara,Action
Sahara,Adventure
Sahara,Comedy
Sahara,Drama
Sahara,Mystery
The Hitchhiker's Guide to the Galaxy,Adventure
The Hitchhiker's Guide to the Galaxy,Comedy
The Hitchhiker's Guide to the Galaxy,Family
The Hitchhiker's Guide to the Galaxy,Science Fiction
The Amityville Horror,Horror
The Amityville Horror,Thriller
The Amityville Horror,Drama
xXx: State of the Union,Action
xXx: State of the Union,Adventure
xXx: State of the Union,Crime
xXx: State of the Union,Drama
xXx: State of the Union,Mystery
xXx: State of the Union,Thriller
Kingdom of Heaven,Drama
Kingdom of Heaven,Action
Kingdom of Heaven,Adventure
Kingdom of Heaven,History
Kingdom of Heaven,War
House of Wax,Horror
Crash,Drama
Unleashed,Action
Unleashed,Crime
Star Wars: Episode III - Revenge of the Sith,Science Fiction
Star Wars: Episode III - Revenge of the Sith,Adventure
Star Wars: Episode III - Revenge of the Sith,Action
Madagascar,Family
Madagascar,Animation
The Longest Yard,Comedy
The Longest Yard,Drama
Cinderella Man,Romance
Cinderella Man,Drama
Cinderella Man,History
Mr. & Mrs. Smith,Action
Mr. & Mrs. Smith,Comedy
Mr. & Mrs. Smith,Drama
Mr. & Mrs. Smith,Thriller
Batman Begins,Action
Batman Begins,Crime
Batman Begins,Drama
Herbie Fully Loaded,Comedy
Herbie Fully Loaded,Family
Herbie Fully Loaded,Adventure
Herbie Fully Loaded,Fantasy
Herbie Fully Loaded,Romance
Bewitched,Comedy
Bewitched,Fantasy
Bewitched,Romance
War of the Worlds,Adventure
War of the Worlds,Thriller
War of the Worlds,Science Fiction
Fantastic Four,Action
Fantastic Four,Adventure
Fantastic Four,Fantasy
Fantastic Four,Science Fiction
Wedding Crashers,Comedy
Wedding Crashers,Romance
The Island,Action
The Island,Thriller
The Island,Science Fiction
The Island,Adventure
Sky High,Adventure
Sky High,Comedy
Sky High,Family
Serenity,Science Fiction
Serenity,Action
Serenity,Adventure
Serenity,Thriller
The Skeleton Key,Drama
The Skeleton Key,Horror
The Skeleton Key,Mystery
The Skeleton Key,Thriller
Four Brothers,Action
Four Brothers,Crime
The 40 Year Old Virgin,Comedy
The 40 Year Old Virgin,Romance
Red Eye,Horror
Red Eye,Thriller
The Brothers Grimm,Adventure
The Brothers Grimm,Fantasy
The Brothers Grimm,Action
The Brothers Grimm,Comedy
The Brothers Grimm,Thriller
Transporter 2,Action
Transporter 2,Thriller
Transporter 2,Crime
Just Like Heaven,Comedy
Just Like Heaven,Fantasy
Just Like Heaven,Romance
Lord of War,Crime
Lord of War,Drama
Lord of War,Thriller
Doom,Adventure
Doom,Action
Doom,Horror
Domino,Action
Domino,Crime
Æon Flux,Action
Æon Flux,Science Fiction
The Exorcism of Emily Rose,Crime
The Exorcism of Emily Rose,Drama
The Exorcism of Emily Rose,Horror
The Exorcism of Emily Rose,Thriller
Flightplan,Thriller
Flightplan,Drama
Flightplan,Mystery
Corpse Bride,Romance
Corpse Bride,Fantasy
Corpse Bride,Animation
Corpse Bride,Music
Green Street Hooligans,Crime
Green Street Hooligans,Drama
A History of Violence,Drama
A History of Violence,Thriller
A History of Violence,Crime
Into the Blue,Action
Into the Blue,Thriller
Into the Blue,Adventure
Into the Blue,Crime
The Curse of the Were-Rabbit,Adventure
The Curse of the Were-Rabbit,Animation
The Curse of the Were-Rabbit,Comedy
The Curse of the Were-Rabbit,Family
Kiss Kiss Bang Bang,Action
Kiss Kiss Bang Bang,Comedy
Kiss Kiss Bang Bang,Crime
Kiss Kiss Bang Bang,Mystery
In Her Shoes,Comedy
In Her Shoes,Drama
In Her Shoes,Romance
Brokeback Mountain,Drama
Brokeback Mountain,Romance
The Legend of Zorro,Action
The Legend of Zorro,Adventure
Saw II,Horror
American Pie Presents: Band Camp,Comedy
Jarhead,Drama
Jarhead,War
Chicken Little,Animation
Chicken Little,Family
Chicken Little,Comedy
Syriana,Drama
Syriana,Thriller
Pride & Prejudice,Drama
Pride & Prejudice,Romance
The Descent,Adventure
The Descent,Horror
Harry Potter and the Goblet of Fire,Adventure
Harry Potter and the Goblet of Fire,Fantasy
Harry Potter and the Goblet of Fire,Family
Walk the Line,Drama
Walk the Line,Music
Walk the Line,Romance
Zathura: A Space Adventure,Family
Zathura: A Space Adventure,Fantasy
Zathura: A Space Adventure,Science Fiction
Zathura: A Space Adventure,Adventure
Match Point,Drama
Match Point,Thriller
Match Point,Crime
Match Point,Romance
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Family
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Fantasy
King Kong,Adventure
King Kong,Drama
King Kong,Action
Memoirs of a Geisha,Drama
Memoirs of a Geisha,History
Memoirs of a Geisha,Romance
Munich,Drama
Munich,Action
Munich,History
Munich,Thriller
Cheaper by the Dozen 2,Comedy
Fun with Dick and Jane,Comedy
District B13,Action
District B13,Thriller
District B13,Science Fiction
Hostel,Horror
Hoodwinked!,Animation
Hoodwinked!,Comedy
Hoodwinked!,Family
Underworld: Evolution,Fantasy
Underworld: Evolution,Action
Underworld: Evolution,Science Fiction
Underworld: Evolution,Thriller
Nanny McPhee,Fantasy
Nanny McPhee,Comedy
Nanny McPhee,Family
Final Destination 3,Horror
Final Destination 3,Mystery
The Pink Panther,Action
The Pink Panther,Comedy
The Pink Panther,Crime
The Pink Panther,Mystery
The Pink Panther,Family
Eight Below,Adventure
Eight Below,Drama
Eight Below,Family
Ultraviolet,Science Fiction
Ultraviolet,Action
Ultraviolet,Thriller
Just My Luck,Comedy
Just My Luck,Drama
Just My Luck,Family
Just My Luck,Fantasy
Just My Luck,Romance
16 Blocks,Action
16 Blocks,Adventure
16 Blocks,Crime
16 Blocks,Thriller
Ice Age: The Meltdown,Animation
Ice Age: The Meltdown,Family
Ice Age: The Meltdown,Comedy
Ice Age: The Meltdown,Adventure
V for Vendetta,Action
V for Vendetta,Thriller
V for Vendetta,Fantasy
She's the Man,Comedy
She's the Man,Drama
She's the Man,Family
She's the Man,Romance
Thank You for Smoking,Comedy
Thank You for Smoking,Drama
Inside Man,Crime
Inside Man,Drama
Inside Man,Thriller
The Hills Have Eyes,Horror
The Hills Have Eyes,Thriller
The Lives of Others,Drama
The Lives of Others,Thriller
Lucky Number Slevin,Drama
Lucky Number Slevin,Thriller
Lucky Number Slevin,Crime
Lucky Number Slevin,Mystery
Scary Movie 4,Comedy
Hard Candy,Drama
Hard Candy,Thriller
Silent Hill,Horror
Silent Hill,Mystery
Mission: Impossible III,Adventure
Mission: Impossible III,Action
Mission: Impossible III,Thriller
RV,Comedy
Over the Hedge,Comedy
Over the Hedge,Animation
Over the Hedge,Family
Poseidon,Adventure
Poseidon,Action
Poseidon,Drama
Poseidon,Thriller
The Da Vinci Code,Thriller
The Da Vinci Code,Mystery
X-Men: The Last Stand,Adventure
X-Men: The Last Stand,Action
X-Men: The Last Stand,Science Fiction
X-Men: The Last Stand,Thriller
The Break-Up,Romance
The Break-Up,Comedy
Cars,Animation
Cars,Adventure
Cars,Comedy
Cars,Family
The Lake House,Romance
The Lake House,Drama
The Lake House,Mystery
Click,Comedy
Click,Drama
Click,Fantasy
Click,Romance
The Devil Wears Prada,Comedy
The Devil Wears Prada,Drama
The Devil Wears Prada,Romance
Pirates of the Caribbean: Dead Man's Chest,Adventure
Pirates of the Caribbean: Dead Man's Chest,Fantasy
Pirates of the Caribbean: Dead Man's Chest,Action
My Super Ex-Girlfriend,Fantasy
My Super Ex-Girlfriend,Drama
My Super Ex-Girlfriend,Action
My Super Ex-Girlfriend,Comedy
My Super Ex-Girlfriend,Crime
My Super Ex-Girlfriend,Science Fiction
Marie Antoinette,Drama
Marie Antoinette,History
High School Musical,Comedy
High School Musical,Drama
High School Musical,Family
High School Musical,Music
High School Musical,TV Movie
The Fast and the Furious: Tokyo Drift,Action
The Fast and the Furious: Tokyo Drift,Crime
The Fast and the Furious: Tokyo Drift,Drama
The Fast and the Furious: Tokyo Drift,Thriller
Garfield: A Tail of Two Kitties,Animation
Garfield: A Tail of Two Kitties,Comedy
Garfield: A Tail of Two Kitties,Family
Superman Returns,Adventure
Superman Returns,Fantasy
Superman Returns,Action
Superman Returns,Science Fiction
Little Miss Sunshine,Comedy
Little Miss Sunshine,Drama
Babel,Drama
Monster House,Animation
Monster House,Comedy
Monster House,Family
Monster House,Fantasy
Snakes on a Plane,Action
Snakes on a Plane,Crime
Snakes on a Plane,Horror
Snakes on a Plane,Thriller
Scoop,Comedy
Scoop,Mystery
Talladega Nights: The Ballad of Ricky Bobby,Comedy
Night at the Museum,Action
Night at the Museum,Adventure
Night at the Museum,Comedy
Night at the Museum,Family
Night at the Museum,Fantasy
World Trade Center,Drama
World Trade Center,History
World Trade Center,Thriller
Stranger Than Fiction,Comedy
Stranger Than Fiction,Drama
Stranger Than Fiction,Fantasy
Stranger Than Fiction,Romance
Miami Vice,Action
Miami Vice,Adventure
Miami Vice,Crime
Miami Vice,Thriller
The Pursuit of Happyness,Drama
Crank,Action
Crank,Thriller
Crank,Crime
Step Up,Music
Step Up,Drama
Step Up,Romance
Step Up,Crime
The Illusionist,Fantasy
The Illusionist,Drama
The Illusionist,Thriller
The Illusionist,Romance
Idiocracy,Adventure
Idiocracy,Comedy
Idiocracy,Science Fiction
The Fountain,Drama
The Fountain,Adventure
The Fountain,Science Fiction
The Fountain,Romance
Apocalypto,Action
Apocalypto,Adventure
Apocalypto,Drama
Apocalypto,Thriller
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
Pan's Labyrinth,Fantasy
Pan's Labyrinth,Drama
Pan's Labyrinth,War
Open Season,Adventure
Open Season,Animation
Open Season,Family
The Departed,Drama
The Departed,Thriller
The Departed,Crime
The Last King of Scotland,Drama
Children of Men,Drama
Children of Men,Action
Children of Men,Thriller
Children of Men,Science Fiction
The Prestige,Drama
The Prestige,Mystery
The Prestige,Thriller
Flags of Our Fathers,War
Flags of Our Fathers,Drama
Flags of Our Fathers,History
Saw III,Horror
Saw III,Thriller
Saw III,Crime
Flushed Away,Adventure
Flushed Away,Animation
Flushed Away,Comedy
Flushed Away,Family
Perfume: The Story of a Murderer,Crime
Perfume: The Story of a Murderer,Fantasy
Perfume: The Story of a Murderer,Drama
Casino Royale,Adventure
Casino Royale,Action
Casino Royale,Thriller
Happy Feet,Animation
Happy Feet,Comedy
Déjà Vu,Action
Déjà Vu,Thriller
Déjà Vu,Science Fiction
The Holiday,Comedy
The Holiday,Romance
Blood Diamond,Drama
Blood Diamond,Thriller
Blood Diamond,Action
Eragon,Fantasy
Eragon,Action
Eragon,Adventure
Eragon,Family
Rocky Balboa,Drama
Letters from Iwo Jima,Action
Letters from Iwo Jima,Adventure
Letters from Iwo Jima,Drama
Letters from Iwo Jima,War
Arthur and the Invisibles,Adventure
Arthur and the Invisibles,Fantasy
Arthur and the Invisibles,Animation
Arthur and the Invisibles,Family
American Pie Presents: The Naked Mile,Comedy
Alpha Dog,Crime
Alpha Dog,Drama
Bridge to Terabithia,Adventure
Bridge to Terabithia,Drama
Bridge to Terabithia,Family
Smokin' Aces,Action
Smokin' Aces,Comedy
Smokin' Aces,Crime
Smokin' Aces,Thriller
Hannibal Rising,Crime
Hannibal Rising,Drama
Hannibal Rising,Thriller
Norbit,Comedy
Ratatouille,Animation
Ratatouille,Comedy
Ratatouille,Family
Ratatouille,Fantasy
Ghost Rider,Thriller
Ghost Rider,Action
Ghost Rider,Fantasy
Ghost Rider,Horror
Music and Lyrics,Comedy
Music and Lyrics,Music
Music and Lyrics,Romance
The Number 23,Thriller
The Number 23,Drama
The Number 23,Mystery
Hot Fuzz,Crime
Hot Fuzz,Action
Hot Fuzz,Comedy
Next,Action
Next,Science Fiction
Next,Thriller
Zodiac,Crime
Zodiac,Drama
Zodiac,Mystery
Zodiac,Thriller
Wild Hogs,Action
Wild Hogs,Adventure
Wild Hogs,Comedy
300,Action
300,Adventure
300,War
The Host,Horror
The Host,Drama
The Host,Science Fiction
Dead Silence,Horror
Shooter,Action
Shooter,Drama
Shooter,Mystery
Shooter,Thriller
Shooter,Crime
Blades of Glory,Action
Blades of Glory,Comedy
Blades of Glory,Drama
Meet the Robinsons,Animation
Meet the Robinsons,Comedy
Meet the Robinsons,Family
Sunshine,Science Fiction
Sunshine,Thriller
Disturbia,Thriller
Disturbia,Drama
Disturbia,Mystery
Fracture,Thriller
Mr. Bean's Holiday,Family
Mr. Bean's Holiday,Comedy
Spider-Man 3,Fantasy
Spider-Man 3,Action
Spider-Man 3,Adventure
Knocked Up,Comedy
Knocked Up,Romance
Knocked Up,Drama
Hairspray,Family
Hairspray,Comedy
Hairspray,Music
Hairspray,Romance
28 Weeks Later,Horror
28 Weeks Later,Thriller
28 Weeks Later,Science Fiction
Shrek the Third,Fantasy
Shrek the Third,Adventure
Shrek the Third,Animation
Shrek the Third,Comedy
Shrek the Third,Family
Once,Drama
Once,Music
Once,Romance
Pirates of the Caribbean: At World's End,Adventure
Pirates of the Caribbean: At World's End,Fantasy
Pirates of the Caribbean: At World's End,Action
Mr. Brooks,Drama
Mr. Brooks,Crime
Mr. Brooks,Mystery
Mr. Brooks,Thriller
Ocean's Thirteen,Crime
Ocean's Thirteen,Thriller
Hostel: Part II,Horror
Surf's Up,Animation
Surf's Up,Comedy
Surf's Up,Family
Fantastic 4: Rise of the Silver Surfer,Adventure
Fantastic 4: Rise of the Silver Surfer,Fantasy
Fantastic 4: Rise of the Silver Surfer,Action
Fantastic 4: Rise of the Silver Surfer,Thriller
Death Proof,Action
Death Proof,Thriller
1408,Horror
1408,Thriller
Death at a Funeral,Comedy
Death at a Funeral,Drama
Live Free or Die Hard,Action
Live Free or Die Hard,Thriller
Evan Almighty,Fantasy
Evan Almighty,Comedy
Evan Almighty,Family
Transformers,Adventure
Transformers,Science Fiction
Transformers,Action
Harry Potter and the Order of the Phoenix,Adventure
Harry Potter and the Order of the Phoenix,Fantasy
Harry Potter and the Order of the Phoenix,Family
Harry Potter and the Order of the Phoenix,Mystery
I Now Pronounce You Chuck & Larry,Comedy
I Now Pronounce You Chuck & Larry,Romance
Stardust,Adventure
Stardust,Fantasy
Stardust,Romance
Stardust,Family
The Simpsons Movie,Animation
The Simpsons Movie,Comedy
The Simpsons Movie,Family
The Bourne Ultimatum,Action
The Bourne Ultimatum,Drama
The Bourne Ultimatum,Mystery
The Bourne Ultimatum,Thriller
Superbad,Comedy
Rush Hour 3,Action
Rush Hour 3,Comedy
Rush Hour 3,Crime
Rush Hour 3,Thriller
The Kingdom,Thriller
The Kingdom,Action
The Kingdom,Drama
Halloween,Horror
Planet Terror,Horror
Planet Terror,Action
Planet Terror,Thriller
3:10 to Yuma,Western
Shoot 'Em Up,Action
Shoot 'Em Up,Thriller
Shoot 'Em Up,Comedy
Shoot 'Em Up,Crime
Atonement,Drama
Atonement,Romance
Eastern Promises,Thriller
Eastern Promises,Crime
Eastern Promises,Mystery
Resident Evil: Extinction,Horror
Resident Evil: Extinction,Action
Resident Evil: Extinction,Science Fiction
Good Luck Chuck,Comedy
Into the Wild,Adventure
Into the Wild,Drama
The Game Plan,Comedy
The Game Plan,Family
The Darjeeling Limited,Adventure
The Darjeeling Limited,Drama
The Darjeeling Limited,Comedy
Michael Clayton,Drama
Michael Clayton,Mystery
Michael Clayton,Crime
Lars and the Real Girl,Comedy
Lars and the Real Girl,Romance
Lars and the Real Girl,Drama
30 Days of Night,Horror
30 Days of Night,Thriller
Gone Baby Gone,Crime
Gone Baby Gone,Drama
Gone Baby Gone,Mystery
The Assassination of Jesse James by the Coward Robert Ford,Action
The Assassination of Jesse James by the Coward Robert Ford,Drama
The Assassination of Jesse James by the Coward Robert Ford,Western
Persepolis,Animation
Persepolis,Drama
Saw IV,Horror
Saw IV,Thriller
Saw IV,Crime
Elite Squad,Drama
Elite Squad,Action
Elite Squad,Crime
American Gangster,Drama
American Gangster,Crime
Bee Movie,Family
Bee Movie,Animation
Bee Movie,Adventure
Bee Movie,Comedy
No Country for Old Men,Crime
No Country for Old Men,Drama
No Country for Old Men,Thriller
August Rush,Family
August Rush,Drama
August Rush,Music
The Man from Earth,Science Fiction
The Man from Earth,Drama
Beowulf,Adventure
Beowulf,Action
Beowulf,Animation
The Mist,Science Fiction
The Mist,Horror
The Mist,Thriller
Enchanted,Comedy
Enchanted,Family
Enchanted,Fantasy
Enchanted,Romance
Hitman,Action
Hitman,Crime
Hitman,Drama
Hitman,Thriller
The Golden Compass,Adventure
The Golden Compass,Fantasy
I Am Legend,Drama
I Am Legend,Horror
I Am Legend,Action
I Am Legend,Thriller
I Am Legend,Science Fiction
Alvin and the Chipmunks,Comedy
Alvin and the Chipmunks,Music
Alvin and the Chipmunks,Family
Alvin and the Chipmunks,Fantasy
Alvin and the Chipmunks,Animation
The Orphanage,Horror
The Orphanage,Drama
The Orphanage,Thriller
Juno,Comedy
Juno,Drama
Juno,Romance
The Bucket List,Drama
The Bucket List,Comedy
Sweeney Todd: The Demon Barber of Fleet Street,Drama
Sweeney Todd: The Demon Barber of Fleet Street,Horror
Sweeney Todd: The Demon Barber of Fleet Street,Music
National Treasure: Book of Secrets,Action
National Treasure: Book of Secrets,Adventure
National Treasure: Book of Secrets,Mystery
National Treasure: Book of Secrets,Thriller
There Will Be Blood,Drama
Aliens vs Predator: Requiem,Fantasy
Aliens vs Predator: Requiem,Action
Aliens vs Predator: Requiem,Science Fiction
Aliens vs Predator: Requiem,Thriller
Aliens vs Predator: Requiem,Horror
P.S. I Love You,Drama
P.S. I Love You,Romance
27 Dresses,Comedy
27 Dresses,Romance
[REC],Horror
[REC],Mystery
Cloverfield,Action
Cloverfield,Thriller
Cloverfield,Science Fiction
The Girl Who Leapt Through Time,Fantasy
The Girl Who Leapt Through Time,Animation
The Girl Who Leapt Through Time,Drama
The Girl Who Leapt Through Time,Science Fiction
Rambo,Action
Rambo,Thriller
Hellboy II: The Golden Army,Adventure
Hellboy II: The Golden Army,Fantasy
Hellboy II: The Golden Army,Science Fiction
In Bruges,Comedy
In Bruges,Drama
In Bruges,Crime
Fool's Gold,Romance
Fool's Gold,Comedy
Fool's Gold,Adventure
Jumper,Adventure
Jumper,Fantasy
Jumper,Science Fiction
"Definitely, Maybe",Comedy
"Definitely, Maybe",Romance
Vantage Point,Drama
Vantage Point,Action
Vantage Point,Thriller
Vantage Point,Crime
The Spiderwick Chronicles,Adventure
The Spiderwick Chronicles,Family
The Spiderwick Chronicles,Fantasy
Step Up 2: The Streets,Music
Step Up 2: The Streets,Drama
Step Up 2: The Streets,Romance
The Other Boleyn Girl,Drama
"10,000 BC",Adventure
"10,000 BC",Action
"10,000 BC",Drama
"10,000 BC",Fantasy
The Bank Job,Thriller
The Bank Job,Crime
The Bank Job,Drama
Horton Hears a Who!,Animation
Horton Hears a Who!,Comedy
Horton Hears a Who!,Family
Horton Hears a Who!,Adventure
Horton Hears a Who!,Fantasy
Funny Games,Horror
Funny Games,Thriller
Funny Games,Crime
The Dark Knight,Drama
The Dark Knight,Action
The Dark Knight,Crime
The Dark Knight,Thriller
Never Back Down,Drama
Never Back Down,Action
21,Drama
21,Crime
Forgetting Sarah Marshall,Comedy
Forgetting Sarah Marshall,Romance
Forgetting Sarah Marshall,Drama
Harold & Kumar Escape from Guantanamo Bay,Comedy
Harold & Kumar Escape from Guantanamo Bay,Adventure
The Forbidden Kingdom,Action
The Forbidden Kingdom,Adventure
The Forbidden Kingdom,Fantasy
Iron Man,Action
Iron Man,Science Fiction
Iron Man,Adventure
Taken,Action
Taken,Thriller
What Happens in Vegas,Comedy
What Happens in Vegas,Romance
